DATETIME,PRICE
2018-01-02,24.6975040435791
2018-01-03,24.787641525268555
2018-01-04,24.929290771484375
2018-01-05,24.903526306152344
2018-01-08,24.813396453857422
2018-01-09,24.74901580810547
2018-01-10,24.736129760742188
2018-01-11,24.890655517578125
2018-01-12,25.058055877685547
2018-01-16,25.109560012817383
2018-01-17,25.096683502197266
2018-01-18,25.1997013092041
2018-01-19,25.16107749938965
2018-01-22,25.18682098388672
2018-01-23,25.18682098388672
2018-01-24,25.521604537963867
2018-01-25,25.508729934692383
2018-01-26,25.508729934692383
2018-01-29,25.328454971313477
2018-01-30,25.21257972717285
2018-01-31,25.35422134399414
2018-02-01,25.53141212463379
2018-02-02,25.220996856689453
2018-02-05,25.0528621673584
2018-02-06,25.233936309814453
2018-02-07,25.0528621673584
2018-02-08,24.845914840698242
2018-02-09,24.89765167236328
2018-02-12,24.975255966186523
2018-02-13,25.065786361694336
2018-02-14,25.29860496520996
2018-02-15,25.47967529296875
2018-02-16,25.505542755126953
2018-02-20,25.285663604736328
2018-02-21,25.208072662353516
2018-02-22,25.285663604736328
2018-02-23,25.402069091796875
2018-02-26,25.427942276000977
2018-02-27,25.208072662353516
2018-02-28,25.169269561767578
2018-03-01,25.11339569091797
2018-03-02,25.191341400146484
2018-03-05,25.23032569885254
2018-03-06,25.308271408081055
2018-03-07,25.269304275512695
2018-03-08,25.16536521911621
2018-03-09,25.204347610473633
2018-03-12,25.21733856201172
2018-03-13,25.191341400146484
2018-03-14,25.256315231323242
2018-03-15,25.11339569091797
2018-03-16,25.087406158447266
2018-03-19,25.009450912475586
2018-03-20,24.93151092529297
2018-03-21,25.16536521911621
2018-03-22,25.11339569091797
2018-03-23,25.15238380432129
2018-03-26,25.399221420288086
2018-03-27,25.321266174316406
2018-03-28,25.308271408081055
2018-03-29,25.464183807373047
2018-04-02,25.36235809326172
2018-04-03,25.349313735961914
2018-04-04,25.388479232788086
2018-04-05,25.27099609375
2018-04-06,25.192668914794922
2018-04-09,25.101301193237305
2018-04-10,25.036035537719727
2018-04-11,25.114347457885742
2018-04-12,25.127412796020508
2018-04-13,25.179615020751953
2018-04-16,25.231836318969727
2018-04-17,25.244890213012695
2018-04-18,25.36235809326172
2018-04-19,25.2579402923584
2018-04-20,25.04907989501953
2018-04-23,24.761911392211914
2018-04-24,24.802574157714844
2018-04-25,24.645187377929688
2018-04-26,24.645187377929688
2018-04-27,24.7501163482666
2018-04-30,24.566482543945312
2018-05-01,24.38286781311035
2018-05-02,24.186113357543945
2018-05-03,24.15988540649414
2018-05-04,24.173009872436523
2018-05-07,23.963150024414062
2018-05-08,23.661483764648438
2018-05-09,23.648365020751953
2018-05-10,24.054962158203125
2018-05-11,23.963150024414062
2018-05-14,23.818870544433594
2018-05-15,23.55653953552246
2018-05-16,23.648365020751953
2018-05-17,23.41227149963379
2018-05-18,23.189292907714844
2018-05-21,23.254873275756836
2018-05-22,23.41227149963379
2018-05-23,23.464731216430664
2018-05-24,23.41227149963379
2018-05-25,23.30733299255371
2018-05-29,23.097482681274414
2018-05-30,23.32046127319336
2018-05-31,23.241762161254883
2018-06-01,23.23648452758789
2018-06-04,23.315608978271484
2018-06-05,23.18372917175293
2018-06-06,23.262853622436523
2018-06-07,23.038671493530273
2018-06-08,23.11779022216797
2018-06-11,23.02548599243164
2018-06-12,22.906784057617188
2018-06-13,22.867231369018555
2018-06-14,22.577110290527344
2018-06-15,22.603483200073242
2018-06-18,22.51116371154785
2018-06-19,22.524356842041016
2018-06-20,22.53754425048828
2018-06-21,22.550729751586914
2018-06-22,22.70897674560547
2018-06-25,22.590295791625977
2018-06-26,22.577110290527344
2018-06-27,22.33972930908203
2018-06-28,22.458425521850586
2018-06-29,22.44523048400879
2018-07-02,22.324594497680664
2018-07-03,22.47041893005371
2018-07-05,22.629493713378906
2018-07-06,22.801843643188477
2018-07-09,22.86812400817871
2018-07-10,22.987430572509766
2018-07-11,22.629493713378906
2018-07-12,22.748815536499023
2018-07-13,22.762075424194336
2018-07-16,22.801843643188477
2018-07-17,22.815086364746094
2018-07-18,22.801843643188477
2018-07-19,22.629493713378906
2018-07-20,22.801843643188477
2018-07-23,22.815086364746094
2018-07-24,22.815086364746094
2018-07-25,23.120014190673828
2018-07-26,23.00069236755371
2018-07-27,23.080230712890625
2018-07-30,23.146516799926758
2018-07-31,23.09349822998047
2018-08-01,23.0575008392334
2018-08-02,22.897560119628906
2018-08-03,22.937551498413086
2018-08-06,22.8309268951416
2018-08-07,22.937551498413086
2018-08-08,22.870906829833984
2018-08-09,22.657669067382812
2018-08-10,22.07123565673828
2018-08-13,21.8179988861084
2018-08-14,22.01791763305664
2018-08-15,21.79134750366211
2018-08-16,21.87131118774414
2018-08-17,21.924623489379883
2018-08-20,21.897968292236328
2018-08-21,21.977935791015625
2018-08-22,22.057897567749023
2018-08-23,21.844654083251953
2018-08-24,22.04456901550293
2018-08-27,22.124544143676758
2018-08-28,21.977935791015625
2018-08-29,21.844654083251953
2018-08-30,21.551443099975586
2018-08-31,21.538101196289062
2018-09-04,21.18436622619629
2018-09-05,21.170969009399414
2018-09-06,21.23796272277832
2018-09-07,21.278160095214844
2018-09-10,21.26475715637207
2018-09-11,21.251359939575195
2018-09-12,21.3719539642334
2018-09-13,21.546157836914062
2018-09-14,21.492549896240234
2018-09-17,21.50594711303711
2018-09-18,21.546157836914062
2018-09-19,21.70693588256836
2018-09-20,21.94813346862793
2018-09-21,21.974924087524414
2018-09-24,21.96152687072754
2018-09-25,21.89453125
2018-09-26,22.09552574157715
2018-09-27,22.122318267822266
2018-09-28,22.05531120300293
2018-10-01,22.087650299072266
2018-10-02,22.06070899963379
2018-10-03,21.91256332397461
2018-10-04,21.68360710144043
2018-10-05,21.791357040405273
2018-10-08,21.831748962402344
2018-10-09,21.88562774658203
2018-10-10,21.7240047454834
2018-10-11,21.8452205657959
2018-10-12,21.8452205657959
2018-10-15,21.993366241455078
2018-10-16,22.26272964477539
2018-10-17,22.289669036865234
2018-10-18,22.101118087768555
2018-10-19,22.181926727294922
2018-10-22,22.101118087768555
2018-10-23,22.074172973632812
2018-10-24,21.81828498840332
2018-10-25,21.899099349975586
2018-10-26,22.0068416595459
2018-10-29,21.81828498840332
2018-10-30,21.85868263244629
2018-10-31,21.7240047454834
2018-11-01,21.972515106201172
2018-11-02,22.087617874145508
2018-11-05,22.162107467651367
2018-11-06,22.202733993530273
2018-11-07,22.30430030822754
2018-11-08,22.067310333251953
2018-11-09,21.999601364135742
2018-11-12,21.803237915039062
2018-11-13,21.74906349182129
2018-11-14,21.918344497680664
2018-11-15,22.10793685913086
2018-11-16,22.34491539001465
2018-11-19,22.236587524414062
2018-11-20,22.121482849121094
2018-11-21,22.236587524414062
2018-11-23,22.18918228149414
2018-11-26,22.067310333251953
2018-11-27,22.074079513549805
2018-11-28,22.250125885009766
