DATETIME,PRICE
2018-01-02,41.46767044067383
2018-01-03,41.66665267944336
2018-01-04,41.58705139160156
2018-01-05,41.57379150390625
2018-01-08,41.66665267944336
2018-01-09,41.60031509399414
2018-01-10,41.52073287963867
2018-01-11,41.441131591796875
2018-01-12,41.441131591796875
2018-01-16,41.414608001708984
2018-01-17,41.441131591796875
2018-01-18,41.414608001708984
2018-01-19,41.388065338134766
2018-01-22,41.414608001708984
2018-01-23,41.56052017211914
2018-01-24,41.50746154785156
2018-01-25,41.52073287963867
2018-01-26,41.52073287963867
2018-01-29,41.37481689453125
2018-01-30,41.3084831237793
2018-01-31,41.335018157958984
2018-02-01,41.19124221801758
2018-02-02,40.97821807861328
2018-02-05,41.05809783935547
2018-02-06,41.244483947753906
2018-02-07,41.23117446899414
2018-02-08,41.12464904785156
2018-02-09,41.137977600097656
2018-02-12,41.137977600097656
2018-02-13,41.244483947753906
2018-02-14,41.17792510986328
2018-02-15,41.217857360839844
2018-02-16,41.00483703613281
2018-02-20,40.96490478515625
2018-02-21,40.95161056518555
2018-02-22,41.031471252441406
2018-02-23,41.12464904785156
2018-02-26,41.00483703613281
2018-02-27,40.93825912475586
2018-02-28,41.111358642578125
2018-03-01,41.0672492980957
2018-03-02,40.9737548828125
2018-03-05,41.00044631958008
2018-03-06,40.98710250854492
2018-03-07,40.9737548828125
2018-03-08,41.05391311645508
2018-03-09,40.933658599853516
2018-03-12,40.96038818359375
2018-03-13,41.040523529052734
2018-03-14,41.080604553222656
2018-03-15,41.134063720703125
2018-03-16,41.1607780456543
2018-03-19,41.134063720703125
2018-03-20,41.14741134643555
2018-03-21,41.14741134643555
2018-03-22,41.17414093017578
2018-03-23,41.26763153076172
2018-03-26,41.321102142333984
2018-03-27,41.36117172241211
2018-03-28,41.41461944580078
2018-03-29,41.401248931884766
2018-04-02,41.54475021362305
2018-04-03,41.55814743041992
2018-04-04,41.571563720703125
2018-04-05,41.58496856689453
2018-04-06,41.63860321044922
2018-04-09,41.625213623046875
